id,value,category,priority,timestamp,metadata
point_000137,137,category_17,low,1756824502.8202963,Generated point 137
point_000138,138,category_18,medium,1756824502.8204172,Generated point 138
point_000139,139,category_19,medium,1756824502.8204563,Generated point 139
point_000140,140,category_0,medium,1756824502.8204713,Generated point 140
point_000141,141,category_1,medium,1756824502.820485,Generated point 141
point_000142,142,category_2,low,1756824502.820499,Generated point 142
point_000143,143,category_3,low,1756824502.8205128,Generated point 143
point_000144,144,category_4,low,1756824502.8205261,Generated point 144
point_000145,145,category_5,low,1756824502.8205397,Generated point 145
point_000146,146,category_6,high,1756824502.8205533,Generated point 146
point_000147,147,category_7,low,1756824502.8205674,Generated point 147
point_000148,148,category_8,low,1756824502.8205817,Generated point 148
point_000149,149,category_9,medium,1756824502.8205953,Generated point 149
point_000150,150,category_10,low,1756824502.8206086,Generated point 150
point_000151,151,category_11,low,1756824502.8206227,Generated point 151
point_000152,152,category_12,high,1756824502.8206365,Generated point 152
point_000153,153,category_13,medium,1756824502.8206506,Generated point 153
point_000154,154,category_14,low,1756824502.8206637,Generated point 154
point_000155,155,category_15,medium,1756824502.8206775,Generated point 155
point_000156,156,category_16,high,1756824502.820692,Generated point 156
point_000157,157,category_17,high,1756824502.820705,Generated point 157
point_000158,158,category_18,high,1756824502.8207185,Generated point 158
point_000159,159,category_19,low,1756824502.8207324,Generated point 159
point_000160,160,category_0,medium,1756824502.8207457,Generated point 160
point_000161,161,category_1,medium,1756824502.820759,Generated point 161
point_000162,162,category_2,high,1756824502.8207726,Generated point 162
point_000163,163,category_3,high,1756824502.820786,Generated point 163
point_000164,164,category_4,high,1756824502.8207994,Generated point 164
point_000165,165,category_5,low,1756824502.8208127,Generated point 165
point_000166,166,category_6,high,1756824502.8208263,Generated point 166
point_000167,167,category_7,medium,1756824502.8208401,Generated point 167
point_000168,168,category_8,high,1756824502.8208537,Generated point 168
point_000169,169,category_9,medium,1756824502.8208673,Generated point 169
point_000170,170,category_10,medium,1756824502.8208811,Generated point 170
point_000171,171,category_11,medium,1756824502.820895,Generated point 171
point_000172,172,category_12,medium,1756824502.8209085,Generated point 172
point_000173,173,category_13,low,1756824502.8209224,Generated point 173
point_000174,174,category_14,high,1756824502.820936,Generated point 174
point_000175,175,category_15,medium,1756824502.8209498,Generated point 175
point_000176,176,category_16,medium,1756824502.8209634,Generated point 176
point_000177,177,category_17,low,1756824502.8209765,Generated point 177
point_000178,178,category_18,medium,1756824502.8209968,Generated point 178
point_000179,179,category_19,high,1756824502.8210118,Generated point 179
point_000180,180,category_0,low,1756824502.821028,Generated point 180
point_000181,181,category_1,high,1756824502.8210418,Generated point 181
point_000182,182,category_2,low,1756824502.8210554,Generated point 182
point_000183,183,category_3,high,1756824502.8210688,Generated point 183
point_000184,184,category_4,medium,1756824502.821082,Generated point 184
point_000185,185,category_5,low,1756824502.821099,Generated point 185
point_000186,186,category_6,medium,1756824502.8211124,Generated point 186
point_000187,187,category_7,low,1756824502.8211267,Generated point 187
point_000188,188,category_8,medium,1756824502.8211403,Generated point 188
point_000189,189,category_9,high,1756824502.8211539,Generated point 189
point_000190,190,category_10,high,1756824502.8211677,Generated point 190
point_000191,191,category_11,medium,1756824502.8211813,Generated point 191
point_000192,192,category_12,medium,1756824502.821197,Generated point 192
point_000193,193,category_13,low,1756824502.8212109,Generated point 193
point_000194,194,category_14,low,1756824502.8212242,Generated point 194
point_000195,195,category_15,low,1756824502.8212388,Generated point 195
point_000196,196,category_16,high,1756824502.8212519,Generated point 196
point_000197,197,category_17,high,1756824502.8212657,Generated point 197
point_000198,198,category_18,low,1756824502.8212895,Generated point 198
point_000199,199,category_19,high,1756824502.8213034,Generated point 199
point_000200,200,category_0,low,1756824502.8213239,Generated point 200
point_000201,201,category_1,low,1756824502.8213375,Generated point 201
point_000202,202,category_2,medium,1756824502.8213503,Generated point 202
point_000203,203,category_3,medium,1756824502.8213644,Generated point 203
point_000204,204,category_4,low,1756824502.8213782,Generated point 204
point_000205,205,category_5,medium,1756824502.821392,Generated point 205
point_000206,206,category_6,high,1756824502.821406,Generated point 206
point_000207,207,category_7,high,1756824502.8214195,Generated point 207
point_000208,208,category_8,high,1756824502.8214498,Generated point 208
point_000209,209,category_9,medium,1756824502.821463,Generated point 209
point_000210,210,category_10,medium,1756824502.8214755,Generated point 210
point_000211,211,category_11,medium,1756824502.821489,Generated point 211
point_000212,212,category_12,high,1756824502.8215072,Generated point 212
point_000213,213,category_13,high,1756824502.8215227,Generated point 213
point_000214,214,category_14,low,1756824502.8215363,Generated point 214
point_000215,215,category_15,high,1756824502.821549,Generated point 215
point_000216,216,category_16,low,1756824502.821562,Generated point 216
point_000217,217,category_17,medium,1756824502.821575,Generated point 217
point_000218,218,category_18,low,1756824502.821588,Generated point 218
point_000219,219,category_19,high,1756824502.8216083,Generated point 219
point_000220,220,category_0,low,1756824502.8216212,Generated point 220
point_000221,221,category_1,medium,1756824502.8216343,Generated point 221
point_000222,222,category_2,high,1756824502.8216476,Generated point 222
point_000223,223,category_3,high,1756824502.8216608,Generated point 223
point_000224,224,category_4,high,1756824502.821676,Generated point 224
point_000225,225,category_5,medium,1756824502.8216894,Generated point 225
point_000226,226,category_6,medium,1756824502.821703,Generated point 226
point_000227,227,category_7,high,1756824502.8218186,Generated point 227
point_000228,228,category_8,medium,1756824502.8218362,Generated point 228
point_000229,229,category_9,high,1756824502.8218498,Generated point 229
point_000230,230,category_10,medium,1756824502.821863,Generated point 230
point_000231,231,category_11,medium,1756824502.821876,Generated point 231
point_000232,232,category_12,medium,1756824502.8218892,Generated point 232
point_000233,233,category_13,high,1756824502.8219023,Generated point 233
point_000234,234,category_14,high,1756824502.8219159,Generated point 234
point_000235,235,category_15,low,1756824502.8219292,Generated point 235
point_000236,236,category_16,high,1756824502.8219423,Generated point 236
point_000237,237,category_17,low,1756824502.8219554,Generated point 237
point_000238,238,category_18,high,1756824502.8219683,Generated point 238
point_000239,239,category_19,medium,1756824502.8219817,Generated point 239
point_000240,240,category_0,low,1756824502.8219953,Generated point 240
point_000241,241,category_1,low,1756824502.8220086,Generated point 241
point_000242,242,category_2,low,1756824502.822022,Generated point 242
point_000243,243,category_3,high,1756824502.8220348,Generated point 243
point_000244,244,category_4,low,1756824502.822048,Generated point 244
point_000245,245,category_5,low,1756824502.8220606,Generated point 245
point_000246,246,category_6,high,1756824502.8220735,Generated point 246
point_000247,247,category_7,medium,1756824502.8220854,Generated point 247
point_000248,248,category_8,medium,1756824502.822103,Generated point 248
point_000249,249,category_9,low,1756824502.822117,Generated point 249
point_000250,250,category_10,high,1756824502.82213,Generated point 250
point_000251,251,category_11,low,1756824502.8221426,Generated point 251
point_000252,252,category_12,high,1756824502.8221562,Generated point 252
point_000253,253,category_13,medium,1756824502.8221695,Generated point 253
point_000254,254,category_14,low,1756824502.822183,Generated point 254
point_000255,255,category_15,high,1756824502.822196,Generated point 255
point_000256,256,category_16,low,1756824502.822209,Generated point 256
point_000257,257,category_17,medium,1756824502.822222,Generated point 257
point_000258,258,category_18,medium,1756824502.8222363,Generated point 258
point_000259,259,category_19,low,1756824502.8222497,Generated point 259
point_000260,260,category_0,low,1756824502.822284,Generated point 260
point_000261,261,category_1,high,1756824502.8222978,Generated point 261
point_000262,262,category_2,high,1756824502.8223114,Generated point 262
point_000263,263,category_3,low,1756824502.8223429,Generated point 263
point_000264,264,category_4,low,1756824502.8223572,Generated point 264
point_000265,265,category_5,medium,1756824502.8223712,Generated point 265
point_000266,266,category_6,high,1756824502.8223853,Generated point 266
point_000267,267,category_7,low,1756824502.8223999,Generated point 267
point_000268,268,category_8,medium,1756824502.8224142,Generated point 268
point_000269,269,category_9,high,1756824502.8224287,Generated point 269
point_000270,270,category_10,high,1756824502.822443,Generated point 270
point_000271,271,category_11,high,1756824502.8224566,Generated point 271
point_000272,272,category_12,high,1756824502.8224707,Generated point 272
point_000273,273,category_13,high,1756824502.8224852,Generated point 273
point_000274,274,category_14,high,1756824502.8224993,Generated point 274
point_000275,275,category_15,medium,1756824502.8225284,Generated point 275
point_000276,276,category_16,low,1756824502.8225424,Generated point 276
point_000277,277,category_17,medium,1756824502.8225563,Generated point 277
point_000278,278,category_18,medium,1756824502.8225706,Generated point 278
point_000279,279,category_19,medium,1756824502.8225846,Generated point 279
point_000280,280,category_0,high,1756824502.8225985,Generated point 280
point_000281,281,category_1,high,1756824502.822612,Generated point 281
point_000282,282,category_2,high,1756824502.8226254,Generated point 282
point_000283,283,category_3,medium,1756824502.8226383,Generated point 283
point_000284,284,category_4,high,1756824502.8226516,Generated point 284
point_000285,285,category_5,low,1756824502.8226655,Generated point 285
point_000286,286,category_6,low,1756824502.8226788,Generated point 286
point_000287,287,category_7,low,1756824502.8226924,Generated point 287
point_000288,288,category_8,high,1756824502.8227057,Generated point 288
point_000289,289,category_9,high,1756824502.8227196,Generated point 289
point_000290,290,category_10,high,1756824502.8227334,Generated point 290
point_000291,291,category_11,high,1756824502.822747,Generated point 291
point_000292,292,category_12,low,1756824502.8227623,Generated point 292
point_000293,293,category_13,high,1756824502.8227763,Generated point 293
point_000294,294,category_14,low,1756824502.82279,Generated point 294
point_000295,295,category_15,low,1756824502.822803,Generated point 295
point_000296,296,category_16,low,1756824502.8228168,Generated point 296
point_000297,297,category_17,medium,1756824502.8228307,Generated point 297
point_000298,298,category_18,medium,1756824502.8228445,Generated point 298
point_000299,299,category_19,high,1756824502.822858,Generated point 299
point_000300,300,category_0,low,1756824502.8228714,Generated point 300
point_000301,301,category_1,low,1756824502.822885,Generated point 301
point_000302,302,category_2,medium,1756824502.8228986,Generated point 302
point_000303,303,category_3,high,1756824502.8229125,Generated point 303
point_000304,304,category_4,low,1756824502.8229277,Generated point 304
point_000305,305,category_5,high,1756824502.8229415,Generated point 305
point_000306,306,category_6,medium,1756824502.822955,Generated point 306
point_000307,307,category_7,medium,1756824502.8229687,Generated point 307
point_000308,308,category_8,low,1756824502.8229835,Generated point 308
point_000309,309,category_9,low,1756824502.8229969,Generated point 309
point_000310,310,category_10,low,1756824502.823011,Generated point 310
point_000311,311,category_11,low,1756824502.8230243,Generated point 311
point_000312,312,category_12,medium,1756824502.8230476,Generated point 312
point_000313,313,category_13,medium,1756824502.8230615,Generated point 313
point_000314,314,category_14,low,1756824502.8230753,Generated point 314
point_000315,315,category_15,high,1756824502.8230913,Generated point 315
point_000316,316,category_16,high,1756824502.8231053,Generated point 316
point_000317,317,category_17,high,1756824502.8231297,Generated point 317
point_000318,318,category_18,high,1756824502.823143,Generated point 318
point_000319,319,category_19,medium,1756824502.823156,Generated point 319
point_000320,320,category_0,low,1756824502.8231711,Generated point 320
point_000321,321,category_1,high,1756824502.8231838,Generated point 321
point_000322,322,category_2,medium,1756824502.823196,Generated point 322
point_000323,323,category_3,high,1756824502.8232088,Generated point 323
point_000324,324,category_4,high,1756824502.823221,Generated point 324
point_000325,325,category_5,low,1756824502.8232346,Generated point 325
point_000326,326,category_6,medium,1756824502.8232484,Generated point 326
point_000327,327,category_7,high,1756824502.8232622,Generated point 327
point_000328,328,category_8,low,1756824502.8232763,Generated point 328
point_000329,329,category_9,medium,1756824502.82329,Generated point 329
point_000330,330,category_10,medium,1756824502.8233037,Generated point 330
point_000331,331,category_11,high,1756824502.8233175,Generated point 331
point_000332,332,category_12,high,1756824502.8233309,Generated point 332
point_000333,333,category_13,high,1756824502.8233445,Generated point 333
point_000334,334,category_14,low,1756824502.8233583,Generated point 334
point_000335,335,category_15,medium,1756824502.823372,Generated point 335
point_000336,336,category_16,low,1756824502.8234046,Generated point 336
point_000337,337,category_17,medium,1756824502.8234177,Generated point 337
point_000338,338,category_18,low,1756824502.8234322,Generated point 338
point_000339,339,category_19,high,1756824502.823517,Generated point 339
point_000340,340,category_0,high,1756824502.8235333,Generated point 340
point_000341,341,category_1,high,1756824502.8235466,Generated point 341
point_000342,342,category_2,medium,1756824502.82356,Generated point 342
point_000343,343,category_3,low,1756824502.8235753,Generated point 343
point_000344,344,category_4,high,1756824502.8235886,Generated point 344
point_000345,345,category_5,medium,1756824502.8236017,Generated point 345
point_000346,346,category_6,medium,1756824502.823615,Generated point 346
point_000347,347,category_7,medium,1756824502.8236277,Generated point 347
point_000348,348,category_8,high,1756824502.8236408,Generated point 348
point_000349,349,category_9,high,1756824502.823654,Generated point 349
point_000350,350,category_10,low,1756824502.8236666,Generated point 350
point_000351,351,category_11,medium,1756824502.8236804,Generated point 351
point_000352,352,category_12,medium,1756824502.8236942,Generated point 352
point_000353,353,category_13,low,1756824502.8237076,Generated point 353
point_000354,354,category_14,high,1756824502.8237212,Generated point 354
point_000355,355,category_15,high,1756824502.823734,Generated point 355
point_000356,356,category_16,medium,1756824502.8237472,Generated point 356
point_000357,357,category_17,low,1756824502.8237603,Generated point 357
point_000358,358,category_18,low,1756824502.8237731,Generated point 358
point_000359,359,category_19,high,1756824502.8237863,Generated point 359
point_000360,360,category_0,low,1756824502.8237996,Generated point 360
point_000361,361,category_1,low,1756824502.82382,Generated point 361
point_000362,362,category_2,high,1756824502.8238337,Generated point 362
point_000363,363,category_3,high,1756824502.8238466,Generated point 363
point_000364,364,category_4,high,1756824502.82386,Generated point 364
point_000365,365,category_5,high,1756824502.8238728,Generated point 365
point_000366,366,category_6,high,1756824502.8238862,Generated point 366
point_000367,367,category_7,high,1756824502.8238995,Generated point 367
point_000368,368,category_8,high,1756824502.8239121,Generated point 368
point_000369,369,category_9,medium,1756824502.8239253,Generated point 369
point_000370,370,category_10,low,1756824502.8239388,Generated point 370
point_000371,371,category_11,low,1756824502.8239517,Generated point 371
point_000372,372,category_12,low,1756824502.823965,Generated point 372
point_000373,373,category_13,low,1756824502.8239775,Generated point 373
point_000374,374,category_14,medium,1756824502.823989,Generated point 374
point_000375,375,category_15,medium,1756824502.8240016,Generated point 375
point_000376,376,category_16,medium,1756824502.824015,Generated point 376
point_000377,377,category_17,medium,1756824502.8240273,Generated point 377
point_000378,378,category_18,low,1756824502.8240404,Generated point 378
point_000379,379,category_19,high,1756824502.8240535,Generated point 379
point_000380,380,category_0,medium,1756824502.8240664,Generated point 380
point_000381,381,category_1,high,1756824502.824079,Generated point 381
point_000382,382,category_2,high,1756824502.8241742,Generated point 382
point_000383,383,category_3,low,1756824502.8242066,Generated point 383
point_000384,384,category_4,medium,1756824502.8242235,Generated point 384
point_000385,385,category_5,medium,1756824502.8242393,Generated point 385
point_000386,386,category_6,medium,1756824502.8242548,Generated point 386
point_000387,387,category_7,low,1756824502.8242695,Generated point 387
point_000388,388,category_8,low,1756824502.8242955,Generated point 388
point_000389,389,category_9,high,1756824502.82431,Generated point 389
point_000390,390,category_10,high,1756824502.8243246,Generated point 390
point_000391,391,category_11,medium,1756824502.8243387,Generated point 391
point_000392,392,category_12,medium,1756824502.824354,Generated point 392
point_000393,393,category_13,medium,1756824502.8243694,Generated point 393
point_000394,394,category_14,high,1756824502.824385,Generated point 394
point_000395,395,category_15,medium,1756824502.8244002,Generated point 395
point_000396,396,category_16,medium,1756824502.8244152,Generated point 396
point_000397,397,category_17,low,1756824502.8244307,Generated point 397
point_000398,398,category_18,low,1756824502.8244457,Generated point 398
point_000399,399,category_19,low,1756824502.8244603,Generated point 399
point_000400,400,category_0,low,1756824502.8244758,Generated point 400
point_000401,401,category_1,high,1756824502.8244915,Generated point 401
point_000402,402,category_2,high,1756824502.824507,Generated point 402
point_000403,403,category_3,low,1756824502.8245225,Generated point 403
point_000404,404,category_4,low,1756824502.8245404,Generated point 404
point_000405,405,category_5,low,1756824502.8245566,Generated point 405
point_000406,406,category_6,high,1756824502.824572,Generated point 406
point_000407,407,category_7,high,1756824502.8245878,Generated point 407
point_000408,408,category_8,medium,1756824502.8246052,Generated point 408
point_000409,409,category_9,low,1756824502.8246205,Generated point 409
point_000410,410,category_10,low,1756824502.824636,Generated point 410
point_000411,411,category_11,low,1756824502.8246503,Generated point 411
point_000412,412,category_12,high,1756824502.8246655,Generated point 412
point_000413,413,category_13,medium,1756824502.8246813,Generated point 413
point_000414,414,category_14,medium,1756824502.8246968,Generated point 414
point_000415,415,category_15,low,1756824502.8247113,Generated point 415
point_000416,416,category_16,medium,1756824502.824732,Generated point 416
point_000417,417,category_17,high,1756824502.8247535,Generated point 417
point_000418,418,category_18,high,1756824502.8247716,Generated point 418
point_000419,419,category_19,high,1756824502.8247867,Generated point 419
point_000420,420,category_0,low,1756824502.8248036,Generated point 420
point_000421,421,category_1,high,1756824502.8248205,Generated point 421
point_000422,422,category_2,low,1756824502.8248372,Generated point 422
point_000423,423,category_3,medium,1756824502.824854,Generated point 423
point_000424,424,category_4,high,1756824502.8248727,Generated point 424
point_000425,425,category_5,low,1756824502.8248909,Generated point 425
point_000426,426,category_6,high,1756824502.8249078,Generated point 426
point_000427,427,category_7,high,1756824502.8249247,Generated point 427
point_000428,428,category_8,medium,1756824502.8249424,Generated point 428
point_000429,429,category_9,low,1756824502.8249586,Generated point 429
point_000430,430,category_10,medium,1756824502.824975,Generated point 430
point_000431,431,category_11,low,1756824502.8249917,Generated point 431
point_000432,432,category_12,medium,1756824502.8250113,Generated point 432
point_000433,433,category_13,medium,1756824502.8250282,Generated point 433
point_000434,434,category_14,high,1756824502.8250442,Generated point 434
point_000435,435,category_15,high,1756824502.8250613,Generated point 435
point_000436,436,category_16,low,1756824502.8250782,Generated point 436
point_000437,437,category_17,high,1756824502.8252962,Generated point 437
point_000438,438,category_18,medium,1756824502.8268116,Generated point 438
point_000439,439,category_19,low,1756824502.8268402,Generated point 439
point_000440,440,category_0,low,1756824502.8268573,Generated point 440
point_000441,441,category_1,medium,1756824502.8268738,Generated point 441
point_000442,442,category_2,medium,1756824502.8268895,Generated point 442
point_000443,443,category_3,medium,1756824502.8270159,Generated point 443
point_000444,444,category_4,low,1756824502.8270528,Generated point 444
point_000445,445,category_5,low,1756824502.8270752,Generated point 445
point_000446,446,category_6,medium,1756824502.827096,Generated point 446
point_000447,447,category_7,high,1756824502.827116,Generated point 447
point_000448,448,category_8,high,1756824502.8271627,Generated point 448
point_000449,449,category_9,high,1756824502.8271842,Generated point 449
point_000450,450,category_10,low,1756824502.8272045,Generated point 450
point_000451,451,category_11,medium,1756824502.8274384,Generated point 451
point_000452,452,category_12,high,1756824502.8278196,Generated point 452
point_000453,453,category_13,low,1756824502.8278487,Generated point 453
point_000454,454,category_14,high,1756824502.8278682,Generated point 454
point_000455,455,category_15,low,1756824502.8278844,Generated point 455
point_000456,456,category_16,medium,1756824502.8279004,Generated point 456
point_000457,457,category_17,high,1756824502.8279166,Generated point 457
point_000458,458,category_18,low,1756824502.8279324,Generated point 458
point_000459,459,category_19,low,1756824502.8279474,Generated point 459
point_000460,460,category_0,medium,1756824502.8279629,Generated point 460
point_000461,461,category_1,medium,1756824502.827978,Generated point 461
point_000462,462,category_2,medium,1756824502.8279922,Generated point 462
point_000463,463,category_3,high,1756824502.828007,Generated point 463
point_000464,464,category_4,high,1756824502.828024,Generated point 464
point_000465,465,category_5,high,1756824502.828043,Generated point 465
point_000466,466,category_6,low,1756824502.828059,Generated point 466
point_000467,467,category_7,medium,1756824502.8280745,Generated point 467
point_000468,468,category_8,high,1756824502.8280976,Generated point 468
point_000469,469,category_9,medium,1756824502.8281162,Generated point 469
point_000470,470,category_10,medium,1756824502.8281329,Generated point 470
point_000471,471,category_11,high,1756824502.8281496,Generated point 471
point_000472,472,category_12,high,1756824502.8281658,Generated point 472
point_000473,473,category_13,medium,1756824502.828182,Generated point 473
point_000474,474,category_14,low,1756824502.828199,Generated point 474
point_000475,475,category_15,low,1756824502.8282154,Generated point 475
point_000476,476,category_16,low,1756824502.828246,Generated point 476
point_000477,477,category_17,low,1756824502.8282623,Generated point 477
point_000478,478,category_18,low,1756824502.8282785,Generated point 478
point_000479,479,category_19,high,1756824502.828295,Generated point 479
point_000480,480,category_0,low,1756824502.828312,Generated point 480
